title,content
Java开发工程师,熟悉MongoDB
Java开发工程师,熟悉高并发
数据运维工程师,熟练掌握操作ETL及数据库软件
数据运维工程师,熟练掌握SQL语句
软件工程师,熟练掌握C
蓝牙产品开发工程师,熟悉低功耗蓝牙
后端开发工程师,熟悉PHP
后端开发工程师,熟悉Mysql
后端开发工程师,熟悉Linux系统
后端开发工程师,了解云服务产品
Android开发工程师,熟悉蓝牙
Android开发工程师,熟悉TCP
讲师,熟悉软件测试流程
讲师,熟练掌握使用Linux系统
讲师,熟练掌握编程语言
全栈工程师,了解性能测试
大数据开发工程师,熟悉大数据开发相关技术
大数据开发工程师,熟练掌握使用
大数据开发工程师,熟悉SQL
.NET开发工程师,了解产品详细业务需求
.NET开发工程师,精通C#开发语言
.NET开发工程师,熟悉常用的架构设计模式
.NET开发工程师,熟悉多线程编程及并发技术
Java架构师,精通J2EE面向对象设计及开发
Java架构师,熟练掌握运用Spring
Java架构师,精通其原理
Java架构师,精通面向对象设计
Java架构师,熟悉组件化
Java架构师,熟悉数据库相关技术
Java架构师,熟悉SQL性能优化
Java架构师,熟悉TCP
PHP开发工程师,熟练掌握使用常用的Linux命令
PHP开发工程师,熟练掌握运用
PHP开发工程师,熟悉一种MVC框架
PHP开发工程师,熟练掌握常用设计模式
PHP开发工程师,熟悉一种
PHP开发工程师,熟悉shopnc
PHP开发工程师,熟练掌握各种调优技巧
PHP开发工程师,了解大负载大流量服务器端解决方案
IT运维工程师,熟悉工业制造类企业运行方式
IT运维工程师,熟悉SQL
IT运维工程师,熟悉MES
软件工程师,精通C++
软件工程师,熟练掌握使用VisualStudio
Java开发工程师,熟悉业务
Java开发工程师,精通Java相关技术
Java开发工程师,熟悉Spring
Java开发工程师,熟悉Linux系统使用
Java开发工程师,熟悉SQL和数据结构
Java开发工程师,熟悉常见的缓存技术
Java开发工程师,熟练掌握新的软件开发工具
单片机软件开发工程师,精通c语言
单片机软件开发工程师,熟悉c++
单片机软件开发工程师,熟悉通用串行接口协议
Java开发工程师,熟悉Web编程
Java开发工程师,熟悉面向对象设计开发
Java开发工程师,熟悉各种常用设计模式
Java开发工程师,了解Spring
C#开发工程师,熟悉Windows软件开发
C#开发工程师,熟悉EF
C#开发工程师,熟悉常用数据结构和算法
C#开发工程师,熟悉C#
C#开发工程师,熟练掌握使用
架构师,熟悉敏捷开发模型
架构师,熟练掌握部署自动化测试框架
架构师,精通Java等开发语言
架构师,精通H5
架构师,熟悉ORACLE
架构师,熟练掌握互联网新技术
架构师,熟悉微信
嵌入式软件工程师,熟练掌握嵌入式系统平台开发
嵌入式软件工程师,熟悉GCC
嵌入式软件工程师,精通C
嵌入式软件工程师,熟练掌握常用MCU开发
Java开发工程师,熟练掌握使用主流开源框架
Java开发工程师,精通一种
嵌入式软件工程师,熟练掌握在ESP32开发环境下软件编程
嵌入式软件工程师,熟悉TCP
嵌入式软件工程师,精通C
嵌入式软件工程师,熟悉常用的数据结构和算法
嵌入式软件工程师,熟练掌握LINUX系统下的操作
嵌入式软件工程师,熟悉LINUX系统下网络编程
嵌入式软件工程师,熟悉TCP
嵌入式软件工程师,熟悉USB
资深内核开发工程师,熟悉Linux内核
资深内核开发工程师,熟练掌握使用Linux底层工具链
资深内核开发工程师,了解其原理
资深内核开发工程师,熟悉CPU体系结构
仿真研发工程师,熟练掌握使用
Android开发工程师,熟练掌握使用常见的第三方开源库
Android开发工程师,熟练掌握使用
Android开发工程师,了解开源库工作原理
Android开发工程师,熟悉Android框架及各种特性
Android开发工程师,熟练掌握使用Android常用UI组件
Android开发工程师,熟悉常见的优化技术
Android开发工程师,熟悉Android
Android开发工程师,熟悉HTML
单片机开发工程师,精通C语言
单片机开发工程师,熟悉zigbee协议栈
单片机开发工程师,熟悉常用的Zigbee芯片的开发
单片机开发工程师,精通单片机开发
单片机开发工程师,熟悉STM8
单片机开发工程师,熟悉各种LED调光算法
系统管理工程师,熟悉Mysql
系统管理工程师,熟悉网络的基础原理和架构
机器视觉算法工程师,熟悉计算机视觉相关算法
机器视觉算法工程师,熟悉常用的点云数据处理方法及开源库
业务系统分析师,了解需求
算法工程师,熟悉c++
系统工程师,熟悉整车总线通信及诊断协议
系统工程师,熟练掌握在线标定工具的使用方法
系统工程师,熟练掌握MBD
系统工程师,熟练掌握使用相关工具进行建模仿真
系统工程师,熟练掌握燃料电池控制功能定义和相关策略
Java软件开发工程师,熟悉用友U8系统
Java软件开发工程师,精通系统需求分析和设计
Java软件开发工程师,熟练掌握各种开发语言和工具
Java软件开发工程师,精通JAVA编程语言
Java软件开发工程师,熟悉J2EE
Java软件开发工程师,熟悉数据库理论
Java软件开发工程师,熟悉c
软件工程师,熟练掌握使用开发框架
软件工程师,精通主流数据库
材料工程师,熟悉产品
材料工程师,熟练掌握使用Office办公软件
GIS开发工程师,精通WebGIS开发相关技术
GIS开发工程师,熟练掌握常用SQL语言
GIS开发工程师,熟悉Mysql
图像处理算法工程师,熟练掌握基本图像处理算法原理
图像处理算法工程师,精通Opencv等视觉算法库及工具
图像处理算法工程师,熟练掌握C++
前端开发工程师,熟练掌握Javascript
前端开发工程师,熟练掌握Vue
前端开发工程师,熟练掌握应用vue-router
软件工程师,熟练掌握使用C#
软件工程师,熟悉TCP
软件工程师,熟悉C
软件工程师,熟悉前端开发框架
软件工程师,熟练掌握使用bootstrap
软件工程师,熟悉常用数据库
PHP开发工程师,了解项目需求
PHP开发工程师,了解CSS
PHP开发工程师,熟悉微信API
PHP开发工程师,精通Thinkphp的PHP框架
PHP开发工程师,了解其他PHP主流框架Laravel
PHP开发工程师,熟悉常用SQL语法
PHP开发工程师,精通php
PHP开发工程师,熟悉python
PHP开发工程师,熟悉基础的数据结构与算法知识
PHP开发工程师,熟悉主流PHP开源框架
PHP开发工程师,精通MySQL数据库设计
PHP开发工程师,熟练掌握其索引优化
PHP开发工程师,熟悉主流NoSQL开源产品
PHP开发工程师,熟悉使用Java
算法工程师,熟悉c
算法工程师,熟悉opencv
JAVA资深开发工程师,熟练掌握JAVA语言
JAVA资深开发工程师,熟悉面向对象的软件设计方法
JAVA资深开发工程师,熟练掌握Spring
JAVA资深开发工程师,熟练掌握ajax
JAVA资深开发工程师,熟练掌握使用Jquery前端框架
JAVA资深开发工程师,熟悉MySQL数据库
JAVA资深开发工程师,熟练掌握使用Maven进行项目的构建
Python开发工程师,熟悉Linux
Python开发工程师,熟悉HTTP协议
Python开发工程师,熟悉Mysql
Python开发工程师,熟悉Python语言的开发
Python开发工程师,熟悉Python下的Web开发方式
Python开发工程师,熟练掌握HTML
.NET开发工程师,熟练掌握使用C#
.NET开发工程师,熟练掌握ASP.NET
.NET开发工程师,熟练掌握SQL
.NET开发工程师,熟练掌握编写SQL以及后台存储过程
.NET开发工程师,熟悉软件开发流程
.NET开发工程师,熟悉微软dynamic
全栈式APP开发工程师,精通常用框架
全栈式APP开发工程师,精通从开发到上线的各项环节
全栈式APP开发工程师,熟悉Android
全栈式APP开发工程师,熟练掌握IO
全栈式APP开发工程师,熟练掌握常用HTML5混合App框架
图像算法工程师,熟悉Caffe
图像算法工程师,熟练掌握C
Java架构师,精通Java开发
Java架构师,熟练掌握常用设计模式
Java架构师,熟悉HTTP
Java架构师,熟悉主流关系数据库
超声图像算法工程师,了解常规
软件开发工程师,精通Java开发
软件开发工程师,精通数据库技术
PHP开发工程师,熟悉Linux
软件测试培训师,熟悉软件测试流程
软件测试培训师,熟悉软件工程和软件质量管理体系
软件测试培训师,熟练掌握Java
软件测试培训师,熟悉计算机软硬件知识
NLP算法工程师,精通Java
NLP算法工程师,了解C++
NLP算法工程师,熟练掌握J
NLP算法工程师,熟悉Spring
webRTC开发工程师,熟悉webRTC开发架构
webRTC开发工程师,熟悉W3C关于WebRTC的通讯标准
webRTC开发工程师,熟悉流媒体传输协议
webRTC开发工程师,熟悉音视频质量调优
后台开发工程师,熟练掌握
后台开发工程师,熟练掌握和应用经验
后台开发工程师,熟悉底层
物理逻辑开发工程师,熟悉数据结构
CAN网络工程师,熟悉新产品的样件及样车试制的全面工作
CAN网络工程师,了解整车CAN的EMC性能优化
系统集成工程师,熟悉网络及路由器交换技术
系统集成工程师,熟悉网络安全
系统集成工程师,熟悉域名备案
系统工程师兼项目经理,熟悉掌握
系统工程师兼项目经理,精通其中某两个方面的
三维点云软件工程师,熟悉c
三维点云软件工程师,熟练掌握常用数字图像处理算法
三维点云软件工程师,熟悉3D数据格式
三维点云软件工程师,了解软件开发流程
ETL开发工程师,熟悉数据库查询
ETL开发工程师,了解数据库运维
ETL开发工程师,熟练掌握db2
Web前端开发工程师,精通DIV+CSS及HTML的编写
Web前端开发工程师,熟练掌握使用Javascript
Web前端开发工程师,熟练掌握使用成熟前端框架
软件工程师,熟练掌握使用PHP
软件工程师,熟悉mysql数据库优化
软件工程师,熟练掌握使用
后端开发工程师,熟悉C
后端开发工程师,了解TCP
后端开发工程师,熟悉Linux开发环境
后端开发工程师,熟悉多线程
后端开发工程师,了解本公司
区块链系统架构师,熟悉操作系统
区块链系统架构师,精通Linux平台软件开发
区块链系统架构师,精通C++
区块链系统架构师,熟悉和掌握BitCoin
区块链系统架构师,熟练掌握加密算法
区块链系统架构师,熟练掌握分布式架构
区块链系统架构师,熟练掌握微服务拆分原则和开发框架
区块链系统架构师,熟悉开源的分布式中间件使用与调优
组态工程师,熟悉VB
组态工程师,熟练掌握使用
蓝牙软件工程师,熟悉CSR
蓝牙软件工程师,熟悉高通
蓝牙软件工程师,精通C
c#软件工程师,熟练掌握C
c#软件工程师,熟练掌握使用MVVM架构进行界面开发
c#软件工程师,熟练掌握使用一种数据库
c#软件工程师,熟练掌握TCP会话层管理
c#软件工程师,熟练掌握使用SVN
物联网研发工程师,熟悉Java技术体系
物联网研发工程师,熟悉IO
物联网研发工程师,熟悉分布式
物联网研发工程师,熟练掌握使用Mybatis
物联网研发工程师,熟悉通讯协议
ERP工程师,熟悉ERP业务流程和单据处理逻辑
ERP工程师,熟悉ERP理论和实施方法
ERP工程师,熟悉常用数据库
软件工程师,熟悉PB与JAVA的开发
软件工程师,熟悉Oracle数据库的维护
软件工程师,熟悉BS或CS架构开发
软件工程师,熟练掌握操作数据库
ERP开发工程师,熟悉yii
ERP开发工程师,精通PHP+MYSQL编程
ERP开发工程师,熟练掌握使用html
ERP开发工程师,熟悉linux环境
ERP开发工程师,熟悉lamp结构
ERP开发工程师,熟悉MYSQL数据库开发
.net软件工程师,熟练掌握Python语言
.net软件工程师,精通C#语言
.net软件工程师,熟悉.Net框架
.net软件工程师,熟练掌握使用VS
.net软件工程师,熟悉OOP思想
.net软件工程师,熟悉HTML
.net软件工程师,熟悉SQL
嵌入式软件工程师,了解pcb相关设计原理
嵌入式软件工程师,熟练掌握C
嵌入式软件工程师,熟悉至少一种CPU芯片
嵌入式软件工程师,熟悉android软件开发
算法工程师,熟练掌握使用建模和分析工具
软件工程师,熟悉模拟电路
AI数据工程师,熟悉各种ffmpeg
AI数据工程师,熟练掌握Python
应用软件工程师,熟悉常用数据结构与算法
应用软件工程师,熟练掌握使用STL
应用软件工程师,熟练掌握VS集成开发工具
应用软件工程师,熟练掌握Linux
应用软件工程师,熟悉MFC
应用软件工程师,熟悉常用设计模式
应用软件工程师,熟悉网络通讯原理及应用经验
应用软件工程师,熟悉常用数据库的使用及调优
电机控制软件工程师,熟悉BLDC和PMSM电机控制应用层
电机控制软件工程师,熟悉底层
电机控制软件工程师,熟悉电机控制调试方法
iOS开发工程师,熟悉iOS开发
Java开发工程师,熟练掌握应用
Java开发工程师,了解过
Java开发工程师,了解过
Java开发工程师,熟练掌握使用Jquery
Java开发工程师,熟练掌握运用面向对象设计模式
Java开发工程师,熟练掌握运用
Java开发工程师,熟练掌握运用
Java开发工程师,熟练掌握运用
Web前端开发工程师,熟练掌握阅读英文资料
Web前端开发工程师,精通HTML5
Web前端开发工程师,精通React相关开发框架
Web前端开发工程师,熟悉前后端分离架构
Web前端开发工程师,熟悉浏览器兼容性问题
Web前端开发工程师,了解和实践经验
安卓开发工程师,熟悉Android平台软件开发技术
安卓开发工程师,了解Android开发
安卓开发工程师,精通常用数据结构与算法
安卓开发工程师,熟悉TCP
数据库开发工程师,熟悉oracle数据库
数据库开发工程师,精通数据库
数据库开发工程师,熟悉ASM等储存管理
机器视觉开发工程师,熟悉工业相机
机器视觉开发工程师,熟练掌握使用C++
机器视觉开发工程师,熟悉Cognex的产品
PHP开发工程师,熟悉多线程
PHP开发工程师,了解分布式框架
PHP开发工程师,熟练掌握
数据工程师,熟悉系统
数据工程师,熟悉业务分析相关流程和规划
数据工程师,熟悉数据分析算法
数据工程师,熟悉SQL语言
数据工程师,熟悉多种数据可视化平台
.net后端开发工程师,熟悉.NET主流开发框架
.net后端开发工程师,熟悉Web
.net后端开发工程师,精通多线程与异步编程
.net后端开发工程师,熟悉多种设计模式
.net后端开发工程师,熟悉SQLServer
.net后端开发工程师,熟悉分布式
软件研发工程师,熟悉法规标准要求
软件研发工程师,熟练掌握C及C++语言
软件研发工程师,熟悉面向对象软件设计思想
软件研发工程师,熟悉QT开发与编译环境
软件研发工程师,熟悉嵌入式Linux系统裁剪相关串口
Android开发工程师,精通java
Android开发工程师,熟悉Android
Android开发工程师,熟悉网络通信协议
Android开发工程师,熟悉掌握
Android开发工程师,熟练掌握新的知识
Android开发工程师,熟悉C
数字企业设计师,精通工业自动化
数字企业设计师,精通智能制造执行系统MES
Java开发工程师,精通软件设计模式
Java开发工程师,熟悉掌握其中的一些建模工具使用
Java开发工程师,精通JAVA语言
Java开发工程师,熟悉JS
Java开发工程师,熟悉使用MAVEN及相关命令等
Java开发工程师,熟练掌握使用Linux命令
Java开发工程师,熟练掌握Redis
Java开发工程师,熟悉HTTP
Java开发工程师,熟练掌握使用Tomcat
热力学仿真工程师,熟练掌握使用一种及以上CFD仿真软件
嵌入式软件工程师,精通C语言
ERP开发工程师,熟悉Oracle
ERP开发工程师,精通Oracle数据库
ERP开发工程师,熟悉分销
ERP开发工程师,熟悉制造行业
ERP开发工程师,熟练掌握编写开发文档
计算机教师,熟练掌握运用各类办公软件
数字信号处理工程师,精通C
数字信号处理工程师,熟悉C#
数字信号处理工程师,精通数字信号处理的各种算法
.NET软件工程师,熟悉C#语言
.NET软件工程师,熟悉Web
.NET软件工程师,熟练掌握jquery
.NET软件工程师,熟悉掌握数据库基本操作和优化
.NET软件工程师,熟悉mysql
前端开发工程师,熟练掌握使用HTML5
前端开发工程师,熟练掌握使用
前端开发工程师,熟悉与原生SDK交互
前端开发工程师,熟悉源码和框架原理
ERP工程师,了解WebAPI
ERP工程师,精通SQL
ERP工程师,精通C
电商数据分析师,熟练掌握
电商数据分析师,熟练掌握使用
电商数据分析师,熟练掌握使用
Java开发工程师,熟悉主流开源框架
Java开发工程师,熟悉主流数据库MySQL
数据仓库开发工程师,精通Redis
数据仓库开发工程师,熟练掌握jwm性能调优
数据仓库开发工程师,熟悉数据仓库模型设计与ETL开发经验
数据仓库开发工程师,熟练掌握Kimball的维度建模设计方法
Java开发工程师,熟悉W3C规范及浏览器差异
Java开发工程师,熟悉Ajax技术
Java开发工程师,精通JavaScript
Java开发工程师,熟悉Java开发语言
Java开发工程师,熟练掌握Eclipse开发工具
Java开发工程师,熟练掌握使用Struts
Java开发工程师,熟悉MySQL
Java开发工程师,熟练掌握使用和配置免费中间件Tomcat
软件工程师,精通C
软件工程师,熟悉BIOS的软件架构
软件工程师,熟练掌握的BIOS调试技能
软件工程师,熟悉UEFI
软件工程师,熟悉IPMI协议
软件工程师,熟练掌握阅读英语技术文档
计算机视觉工程师,熟悉物体
计算机视觉工程师,熟悉图像理解
计算机视觉工程师,熟悉OpenCV
计算机视觉工程师,精通C
计算机视觉工程师,熟练掌握阅读相关英文论文和专利
计算机视觉工程师,熟练掌握C
MES工程师,熟悉C#
MES工业信息系统工程师,熟悉PLM
MES工业信息系统工程师,熟悉企业信息管理
MES工业信息系统工程师,熟悉制造业流程设计和报表设计
MES工业信息系统工程师,熟悉工业软件开发语言
单片机软件工程师,熟悉模拟电路
单片机软件工程师,熟练掌握
前端开发工程师,熟练掌握前端技术栈
前端开发工程师,精通html
前端开发工程师,熟悉常用前端框架
前端开发工程师,熟练掌握使用EChart等各种报表工具
前端开发工程师,熟悉微信体系应用
前端开发工程师,熟练掌握扎实的前端基础知识
前端开发工程师,熟练掌握使用制图软件
Java开发工程师,熟悉各种设计模式
Java开发工程师,熟练掌握使用常用的JAVA技术框架
Java开发工程师,熟练掌握它的原理和机制
Java开发工程师,精通微服务架构
Java开发工程师,了解到它的原理和机制
Java开发工程师,熟悉分布式系统的设计和应用
Java开发工程师,熟悉分布式
Java开发工程师,熟练掌握多线程及高性能的设计与编码
Java架构师,熟悉多平台开发技能
Java架构师,精通JAVA
Java架构师,熟悉sql语句优化
Java架构师,精通SpringCloud
Java架构师,熟悉Maven
Java开发工程师,精通java
Java开发工程师,精通多线程
Java开发工程师,熟悉MVC等常用设计模式
Java开发工程师,熟悉J2EE体系结构
Java开发工程师,熟悉springboot
Java开发工程师,熟悉主流数据库
Java开发工程师,精通标准SQL语法
Java开发工程师,熟悉Linux基本命令
PHP开发工程师,熟练掌握应用PHP+MySQL开发
PHP开发工程师,熟悉主流开发框架
PHP开发工程师,熟悉Redis
PHP开发工程师,熟悉CSS
PHP开发工程师,熟悉面向对象编程
Java开发工程师,熟悉Spring
Java开发工程师,熟练掌握多线程及高性能的设计与编码
Java开发工程师,熟练掌握应用
Java开发工程师,熟悉ORACLE
Java开发工程师,熟练掌握各种SQL技巧
Java开发工程师,熟练掌握存储过程的书写
UE4客户端开发工程师,熟悉UE4引擎客户端逻辑系统的设计
UE4客户端开发工程师,熟悉UE4物理引擎
UE4客户端开发工程师,熟悉UE4蓝图制作
UE4客户端开发工程师,精通C++语言
UE4客户端开发工程师,熟练掌握一门脚本语言
UE4客户端开发工程师,精通lua虚拟机
UE4客户端开发工程师,熟练掌握
UE4客户端开发工程师,熟练掌握优化客户端
数据分析师,熟练掌握数据统计的基本知识及工具
数据分析师,熟练掌握使用
数据分析师,熟练掌握操作
固件架构工程师,熟练掌握嵌入式操作系统
固件架构工程师,熟练掌握阅读英文资料
钉钉开发工程师,熟练掌握移动端开发
钉钉开发工程师,熟练掌握运用
钉钉开发工程师,熟悉移动端
钉钉开发工程师,熟悉模块化和构建工具
钉钉开发工程师,熟练掌握运用
钉钉开发工程师,熟练掌握基本的数据结构和算法
钉钉开发工程师,熟悉C
钉钉开发工程师,熟悉网络编程
C#开发工程师,熟悉VC编程环境
C#开发工程师,熟练掌握C#开发语言
C#开发工程师,熟悉相关的上位工控组态软件
C#开发工程师,熟练掌握SQL
C#开发工程师,了解数据库的数据创建
WIN平台开发工程师,了解MES系统
设计师,熟练掌握运用
设计师,熟练掌握运用CAD出图
设计师,熟悉常用计算机办公软件的应用
软件开发工程师,熟练掌握使用至少一种计算机语言
软件开发工程师,熟练掌握数据库操作
售前工程师,熟练掌握使用Autocad等制图软件
售前工程师,熟悉工程量清单计价规范
售前工程师,熟悉使用主流造价软件
售前工程师,了解用户需求
系统集成工程师,熟悉相关技术和原理
系统集成工程师,熟悉linux
系统集成工程师,熟悉oracle
前端开发工程师,熟悉html5
前端开发工程师,熟练掌握使用
Java开发工程师,熟练掌握使用vue等前端技术
Java开发工程师,熟练掌握使用MYSQL
Java开发工程师,熟悉Spring
软件应用工程师,熟练掌握使用
软件应用工程师,熟悉电路原理图
软件应用工程师,熟悉单片机
软件应用工程师,熟悉设备驱动的各种编程接口和机制
软件应用工程师,熟悉车载或储能产品主流应用策略
软件应用工程师,熟悉汽车电子软件开发流程
算法工程师,熟练掌握python等编程语言与工具
算法工程师,熟悉Linux
Android开发工程师,熟悉网络通信机制
Android开发工程师,熟悉android平台常用框架
SAP开发工程师,熟悉JAVA或其他开发语言
SAP开发工程师,熟悉SAP
Java资深开发工程师,熟练掌握使用JavaScript
Java资深开发工程师,熟悉mysql
Java资深开发工程师,熟悉java
Java资深开发工程师,了解的
Web前端开发工程师,精通各种前端技术
Web前端开发工程师,熟悉ES6语法
Web前端开发工程师,熟练掌握Vue
Web前端开发工程师,熟悉前后端交互流程
Web前端开发工程师,了解PHP
前端开发工程师,精通bootstrap
前端开发工程师,精通HTML5
前端开发工程师,熟练掌握CSS3
前端开发工程师,熟悉ES6语法
前端开发工程师,熟悉NodeJS
前端开发工程师,熟练掌握使用Web调试工具
前端开发工程师,熟悉Echarts或D3等图表组件库
前端开发工程师,熟练掌握使用
前端开发工程师,熟悉前后端分离技术
Unity开发工程师,熟练掌握使用Git
Unity开发工程师,熟练掌握使用C#
Unity开发工程师,熟悉Unity插件资源
Unity开发工程师,了解基础的传感器工作原理及接口的使用
Java开发工程师,熟悉常用设计模式
Java开发工程师,精通java开发
Java开发工程师,熟悉java高级特性
Java开发工程师,熟悉JVM优化
Java开发工程师,精通关系型数据库设计及SQL
Java开发工程师,熟悉ngnix
Flutter软件工程师,精通Flutter等前端开发技术
Flutter软件工程师,熟悉常用前端框架
Flutter软件工程师,熟悉常用算法
Flutter软件工程师,熟悉互联网最新动态与发展
嵌入式软件工程师,熟悉STM32
嵌入式软件工程师,熟悉C和汇编语言
嵌入式软件工程师,熟练掌握使用socket编程
嵌入式软件工程师,熟悉USB
PHP开发工程师,熟悉Linux系统
PHP开发工程师,精通主流PHP框架
PHP开发工程师,熟练掌握使用ThinkPHP5.0框架
计算机教务教师,熟练掌握理论和实操知识
计算机教务教师,熟练掌握合作学校学生的学习情况
计算机教务教师,熟练掌握使用WORD
软件开发工程师,熟练掌握SQLServer
软件开发工程师,熟练掌握使用至少一种软件设计工具
软件开发工程师,了解企业ERP运作流程
Java开发工程师,熟悉Spring
Java开发工程师,熟悉数据库设计
Java开发工程师,熟练掌握使用SQL语言
Java开发工程师,熟悉Web应用客户端技术
Java工程师,熟悉常见的JAVA技术框架
Java工程师,熟练掌握使用nosql数据库
Java工程师,熟练掌握使用RabbitMQ
Java工程师,熟悉Web前端技术
Java工程师,熟悉linux命令
Java工程师,熟练掌握各种中间件
unity3D开发工程师,精通Unity3D引擎
unity3D开发工程师,熟练掌握C#开发
unity3D开发工程师,精通面向对象编程
unity3D开发工程师,熟悉游戏常用数据结构和算法
unity3D开发工程师,了解基本Shader
Java开发工程师,熟悉JSP
Java开发工程师,了解TCP
Java开发工程师,熟练掌握
Java开发工程师,熟悉ERP
大数据开发工程师,精通Java或Scsla语言
大数据开发工程师,熟练掌握使用Hadoop
Android开发工程师,熟悉安卓体系架构
Android开发工程师,熟悉JAVA编程语言
Android开发工程师,精通Android
Android开发工程师,熟悉Android系统工作原理
Android开发工程师,熟悉JSON数据解析
电源软件研发工程师,熟悉开关电源的拓扑结构以及控制原理
电源软件研发工程师,熟练掌握使用C#开发
电源软件研发工程师,熟练掌握使用
电源软件研发工程师,了解单片机外围工作电路
电源软件研发工程师,熟悉电源的各种拓扑结构
电源软件研发工程师,熟悉PWM控制技术
电源软件研发工程师,精通多种控制算法
电源软件研发工程师,熟悉软件技术文档的编写
电源软件研发工程师,精通C语言和汇编编程
电源软件研发工程师,熟练掌握运用计算机
电源软件研发工程师,熟练掌握word
电源软件研发工程师,熟练掌握应用
MCU软件工程师,熟悉汽车CAN总线通信及故障诊断技术
MCU软件工程师,熟练掌握和使用C++等软件
工程师,熟练掌握运用protel
工程师,熟悉ISO流程
工程师,熟悉散热风扇行业相关产品要求
安卓研发工程师,熟悉安卓
安卓研发工程师,熟悉git工具
安卓研发工程师,熟悉Java
安卓研发工程师,熟悉Hybrid混合开发
ZYNQ嵌入式工程师,熟悉ZYNQ的嵌入式开发过程
ZYNQ嵌入式工程师,熟悉QT开发
算法工程师,熟悉TOA
算法工程师,熟悉多种滤波算法
算法工程师,熟练掌握使用
算法工程师,熟练掌握使用word
资深图像工程师,熟悉python
资深图像工程师,熟悉深度学习
PHP开发工程师,熟悉HTML5
PHP开发工程师,熟悉微信小程序
PHP开发工程师,精通移动端开发框架
PHP开发工程师,熟悉当前互联网的流行应用
Python开发工程师,熟悉Python
Python开发工程师,熟悉MySQL
Python开发工程师,熟悉.NET
Java开发工程师,熟悉分布式系统的特点
软件开发工程师,熟练掌握使用数据库
软件开发工程师,熟悉互联网产品软件开发
UI设计师,了解用户需求
UI设计师,熟练掌握
UI设计师,精通HTML5
UI设计师,熟练掌握写出兼容各种浏览器的代码
Labview软件工程师,熟练掌握Labview编程
Labview软件工程师,熟悉运动控制或机器视觉
Java开发工程师,熟悉软件项目开发的基本流程
Java开发工程师,了解服务器应用架构和部署技术
Java开发工程师,熟练掌握基础的web前端技术
C#开发工程师,熟悉各类通讯接口
C#开发工程师,熟悉WPF
C#开发工程师,熟悉WebService
C#开发工程师,熟悉C#
C#开发工程师,熟练掌握SQL
C#开发工程师,熟练掌握使用SQL语言
C#开发工程师,熟悉了解Windows的驱动程序开发
图像算法工程师,精通C
图像算法工程师,了解常用的机器学习算法及思想
图像算法工程师,熟悉目标检测领域主流的算法
图像算法工程师,熟悉OpenCV等图像处理库
图像算法工程师,熟悉质量管理体系
多媒体集成设计师,熟悉使用CAD及office办公软件
Android开发工程师,熟练掌握使用
Android开发工程师,熟练掌握数据库
后端开发工程师,精通C#语言
后端开发工程师,精通多线程
后端开发工程师,熟悉JavaScript语言
后端开发工程师,熟练掌握新知识
STM32开发工程师,熟悉相关开发流程
STM32开发工程师,熟练掌握使用C语言进行嵌入式软件开发
STM32开发工程师,熟悉STM32
JAVA架构工程师,了解业界发展
JAVA架构工程师,精通设计模式
JAVA架构工程师,熟悉webapi开发
JAVA架构工程师,熟悉WEB前端开发技术
JAVA架构工程师,熟悉MSSQL
JAVA架构工程师,精通java
电子软件研发工程师,精通C
电子软件研发工程师,精通电机驱动和电机控制
电子软件研发工程师,精通ARM
测试工程师,熟悉测试环境搭建
测试工程师,熟悉jenkins
测试工程师,熟悉数据库
测试工程师,熟练掌握使用Java
BIM工程师,了解BIM流程
BIM工程师,熟悉revit等软件操作
Android开发工程师,熟悉安卓
开发工程师,熟悉Java开发语言
开发工程师,熟悉常用的开发工具Eclipse等
开发工程师,熟悉HTML5
开发工程师,熟悉Spring
开发工程师,熟悉至少一种主流的应用服务器
开发工程师,熟悉Tomcat或Weblogic
开发工程师,熟悉软件开发流程
开发工程师,熟练掌握主流数据库
开发工程师,熟悉数据分析
Java研发工程师,熟悉常用的开源框架
Java研发工程师,熟练掌握使用mysql等常用数据
Java研发工程师,熟悉linux常用命令
Java研发工程师,熟悉Tomcat
Java研发工程师,熟悉面向对象分析和设计
Java研发工程师,了解各种设计模式
Java开发工程师,精通主流开发框架
Java开发工程师,熟悉Linux操作平台
Java开发工程师,精通高并发程序设计
Java开发工程师,精通分布式
Java开发工程师,熟练掌握使用主流关系型数据库
3D产品设计师,熟悉结构设计更佳
3D产品设计师,熟练掌握一种建模软件
3D产品设计师,熟练掌握应用
php开发工程师,熟悉一个MVC框架
php开发工程师,熟练掌握使用MYSQL数据库
php开发工程师,熟悉C
php开发工程师,熟悉微信
安卓开发工程师,熟悉关系型数据库
安卓开发工程师,精通Java
安卓开发工程师,熟悉Spring
安卓开发工程师,熟悉前后端分离开发模式
安卓开发工程师,熟练掌握使用git进行代码管理
安卓开发工程师,熟悉Docker
Python开发工程师,熟练掌握Python语言
Python开发工程师,熟悉Python
Python开发工程师,熟练掌握使用mysql
Python开发工程师,熟悉mysql的各种存储引擎
Python开发工程师,熟悉索引工作原理
APP开发工程师,熟练掌握Android
APP开发工程师,熟练掌握
APP开发工程师,熟悉医用软件生命周期过程
java开发工程师,熟悉面向对象设计
java开发工程师,熟练掌握使用UML辅助设计
java开发工程师,熟练掌握Mysql数据库
java开发工程师,熟练掌握Struts
java开发工程师,精通ibatis
